,Tahun,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Lahan,luas bangunan,Cluster
216,2019,327,0.0217391304347826,0.1666666666666666,0,0.2412060301507537,0.0290827740492169,0
217,2020,290,0.9130434782608696,0.1666666666666666,0,0.1909547738693467,0.0290827740492169,0
218,2018,287,0.8260869565217391,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,0
219,2017,278,0.0434782608695652,0.1666666666666666,0,0.1758793969849246,0.0290827740492169,0
220,2018,227,0.5652173913043478,0.3333333333333333,0.3333333333333333,0.1809045226130653,0.1230425055928411,0
221,2019,550,0.1956521739130434,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
222,2020,325,0.0869565217391304,0.1666666666666666,0,0,0.1096196868008948,0
223,2018,475,0.6956521739130435,0.3333333333333333,0,0.0452261306532663,0.1096196868008948,2
224,2017,685,0.8695652173913043,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
225,2019,270,0.9130434782608696,0.1666666666666666,0,0,0.1230425055928411,0
226,2019,260,0.717391304347826,0.3333333333333333,0,0,0.1252796420581655,0
227,2018,255,0.4782608695652174,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
228,2022,549,0.8260869565217391,0.1666666666666666,0,0,0.1096196868008948,2
229,2017,585,0.5,0.1666666666666666,0,0,0.1029082774049217,2
230,2019,280,0.7826086956521738,0.1666666666666666,0.3333333333333333,0.1206030150753769,0.1275167785234899,0
231,2019,350,0.3478260869565217,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
232,2018,598,0.8695652173913043,0.1666666666666666,0,0,0.0917225950782997,2
233,2022,480,0.0869565217391304,0.1666666666666666,0,0,0.1364653243847874,2
234,2023,556,0.7826086956521738,0.3333333333333333,0,0.0904522613065326,0.1364653243847874,2
235,2022,495,0.4347826086956521,0.6666666666666666,0.6666666666666667,0.4221105527638191,0.2304250559284116,2
236,2020,270,0.3043478260869565,0.1666666666666666,0,0,0.1096196868008948,0
237,2017,260,0.3913043478260869,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,0
238,2021,260,0.5434782608695652,0.1666666666666666,0,0,0.1096196868008948,0
239,2016,260,0.2826086956521739,0.3333333333333333,0,0.1206030150753769,0.2170022371364653,0
240,2018,350,0.5217391304347826,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
241,2020,350,0.3260869565217391,0.3333333333333333,0,0,0.1096196868008948,0
242,2018,270,0.1956521739130434,0.1666666666666666,0,0,0.1208053691275167,0
243,2019,592,0.8260869565217391,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,2
244,2010,270,0.0434782608695652,0.1666666666666666,0,0.1809045226130653,0.1230425055928411,0
245,2023,350,0.5,0.1666666666666666,0,0,0.1096196868008948,0
246,2022,325,0.0217391304347826,0.6666666666666666,0.3333333333333333,0.1206030150753769,0.2170022371364653,0
247,2019,250,0.3695652173913043,0.3333333333333333,0,0,0.1096196868008948,0
248,2020,595,0.7826086956521738,0.3333333333333333,0,0,0.1208053691275167,2
249,2017,299,0.4130434782608695,0.1666666666666666,0.6666666666666667,0,0.1096196868008948,0
250,2021,645,0.5,0.3333333333333333,0.3333333333333333,0.1809045226130653,0.1230425055928411,2
251,2016,200,0.3043478260869565,0.1666666666666666,0,0,0.1096196868008948,0
252,2018,645,0.3913043478260869,0.1666666666666666,0,0,0.1096196868008948,2
253,2020,370,0.5434782608695652,0.3333333333333333,0,0,0.1208053691275167,0
254,2018,255,0.2826086956521739,0.1666666666666666,0,0.1206030150753769,0.2170022371364653,0
255,2019,550,0.5217391304347826,0.3333333333333333,0.3333333333333333,0,0.1096196868008948,2
256,2020,299,0.3260869565217391,0.1666666666666666,0,0.0452261306532663,0.1096196868008948,0
257,2014,200,0.1956521739130434,0.3333333333333333,0.6666666666666667,0,0.1096196868008948,0
258,2017,299,0.8260869565217391,0.1666666666666666,0.3333333333333333,0,0.1029082774049217,0
259,2014,645,0.0434782608695652,0.1666666666666666,0,0,0.0917225950782997,2
260,2012,550,0.5,0.3333333333333333,0.3333333333333333,0,0.1230425055928411,2
261,2019,730,0.0217391304347826,0.1666666666666666,0,0,0.1252796420581655,2
262,2018,645,0.3695652173913043,0.1666666666666666,0,0,0.1364653243847874,2
263,2016,550,0.7826086956521738,0.1666666666666666,0.3333333333333333,0,0.1096196868008948,2
264,2015,689,0.4130434782608695,0.6666666666666666,0.3333333333333333,0.1206030150753769,0.2170022371364653,2
265,2012,730,0.5,0.5,0.3333333333333333,0,0.1096196868008948,2
